time,latitude,longitude,depth,mag,magType,nst,gap,rms,net,id,place,horizontalError,magNst
2020-07-18T20:06:37.830Z,38.8353348,-122.7900009,3.37,0.56,md,8,94,0.03,nc,nc73427926,"6km WNW of Cobb, CA",0.6,1
2020-07-18T20:02:54.970Z,38.8358333,-122.7948333,2.17,0.27,md,15,59,0.04,nc,nc73427921,"6km WNW of Cobb, CA",0.28,1
2020-07-18T20:02:02.760Z,38.1485,-118.051,2.5,0.8,ml,12,162.44,0.08,nn,nn00761201,"27 km S of Mina, Nevada",,
2020-07-18T19:52:57.404Z,38.1942,38.7272,5.47,4,mb,,85,0.91,us,us7000aqz6,"20 km NNE of Sincik, Turkey",4.6,5
2020-07-18T19:50:40.950Z,38.1645,-117.9293,15.4,1,ml,11,95.56,0.02,nn,nn00761197,"29 km SSE of Mina, Nevada",,
2020-07-18T19:47:23.030Z,38.798,-122.821,2.66,1.58,md,44,65,0.04,nc,nc73427911,"6km WNW of The Geysers, CA",0.16,12
2020-07-18T19:42:52.770Z,38.1778,-117.992,3.7,1.3,ml,16,88.77,0.2,nn,nn00761194,Nevada,,
2020-07-18T19:41:36.450Z,35.7796667,-117.6023333,6.11,1.03,ml,13,124,0.14,ci,ci38597298,"18km W of Searles Valley, CA",0.37,11
2020-07-18T19:38:37.501Z,-21.2403,-179.0398,607.92,4.5,mb,,82,0.88,us,us7000aqze,Fiji region,11.6,110
2020-07-18T19:35:50.630Z,41.449,-112.3028333,0.42,1.12,md,8,162,0.09,uu,uu60402457,"19 km SW of Corinne, Utah",0.94,7
2020-07-18T19:30:35.570Z,38.2108,-117.7773,1.2,1.4,ml,9,113.59,0.16,nn,nn00761193,"35 km SE of Mina, Nevada",,
2020-07-18T19:22:56.665Z,59.1862,-152.4298,68.3,1.6,ml,,,0.59,ak,ak020972xhek,"34 km WSW of Nanwalek, Alaska",,
2020-07-18T19:18:56.150Z,33.3583333,-116.3293333,11.95,0.69,ml,15,61,0.18,ci,ci38597282,"12km NNE of Borrego Springs, CA",0.41,9
2020-07-18T19:18:40.950Z,36.35566667,-97.359,7.79,1.58,ml,54,56,0.24,ok,ok2020obbi,"9 km NW of Perry, Oklahoma",,6
2020-07-18T19:16:53.130Z,37.4098333,-122.2113333,3.71,1.23,md,13,82,0.05,nc,nc73427906,"4km NE of Portola Valley, CA",0.25,10
2020-07-18T18:57:39.050Z,33.7056667,-116.7035,17.7,0.46,ml,16,159,0.15,ci,ci38597266,"4km SSE of Idyllwild, CA",0.61,9
2020-07-18T18:57:05.880Z,44.8291667,-111.5406667,9.65,1.17,ml,20,89,0.19,mb,mb80451069,"28 km WNW of Hebgen Lake Estates, Montana",0.47,9
2020-07-18T18:54:23.690Z,33.5865,-116.8018333,7.51,0.12,ml,20,86,0.1,ci,ci38597258,"12km WNW of Anza, CA",0.22,6
2020-07-18T18:43:42.390Z,33.5825,-116.8038333,7.92,0.71,ml,24,67,0.2,ci,ci38597242,"12km WNW of Anza, CA",0.31,18
2020-07-18T18:38:20.393Z,21.7841,97.0311,9.96,4.5,mb,,44,0.87,us,us7000aqyh,"65 km ESE of Pyin Oo Lwin, Myanmar",4.7,106
2020-07-18T18:27:45.270Z,41.4626667,-112.315,0.62,1.59,ml,21,87,0.18,uu,uu60402437,"19 km WSW of Corinne, Utah",0.45,4
2020-07-18T18:22:50.030Z,33.5773333,-116.8088333,6.46,1.49,ml,59,21,0.22,ci,ci38597210,"13km W of Anza, CA",0.21,26
2020-07-18T18:20:09.580Z,33.6335,-116.7451667,12.49,0.33,ml,13,137,0.21,ci,ci38597202,"11km NW of Anza, CA",1.2,6
2020-07-18T18:19:29.280Z,33.58,-116.8053333,6.68,1.2,ml,54,26,0.19,ci,ci38597194,"12km WNW of Anza, CA",0.21,27
2020-07-18T18:18:24.040Z,36.4351667,-117.9491667,6.7,1.64,ml,12,132,0.23,ci,ci38597186,"18km NNE of Olancha, CA",1.03,20
2020-07-18T18:16:16.860Z,36.0815,-117.867,1.57,0.99,ml,10,156,0.23,ci,ci38597178,"8km ENE of Coso Junction, CA",0.66,11
2020-07-18T18:12:35.820Z,35.751,-117.5741667,2.05,1.36,ml,19,83,0.23,ci,ci38597154,"16km W of Searles Valley, CA",0.45,21
2020-07-18T18:11:14.290Z,38.2097,-117.7707,8.1,1.5,ml,16,85.85,0.07,nn,nn00761184,"35 km SE of Mina, Nevada",,
2020-07-18T18:05:50.250Z,38.7836685,-122.7600021,3.42,0.58,md,16,63,0.03,nc,nc73427891,"1km NNW of The Geysers, CA",0.35,4
2020-07-18T17:55:44.190Z,35.8768333,-117.694,8.31,0.24,ml,9,144,0.07,ci,ci38597106,"20km ESE of Little Lake, CA",0.34,3
2020-07-18T17:45:24.610Z,44.111,-115.0933333,10.2,2.41,ml,9,81,0.22,mb,mb80451059,"17 km SW of Stanley, Idaho",0.99,11
2020-07-18T17:44:12.260Z,38.4835,-112.844,-0.21,0.67,md,7,217,0.14,uu,uu60402432,"17 km ENE of Milford, Utah",0.53,2
2020-07-18T17:41:22.130Z,33.2333333,-116.7321667,11.96,0.68,ml,22,54,0.28,ci,ci38597090,"3km ESE of Lake Henshaw, CA",0.48,12
2020-07-18T17:40:43.929Z,61.4986,-149.9148,32.2,1.4,ml,,,0.61,ak,ak020971ug2u,"3 km SE of Big Lake, Alaska",,
2020-07-18T17:39:10.130Z,38.13,-118.0585,7.8,1.3,ml,14,116.18,0.08,nn,nn00761179,"29 km S of Mina, Nevada",,
2020-07-18T17:35:42.230Z,36.049,-117.8468333,2.13,1.29,ml,19,113,0.19,ci,ci38597066,"9km E of Coso Junction, CA",0.34,17
2020-07-18T17:34:19.730Z,36.6686667,-121.2921667,7.67,1.5,md,22,90,0.07,nc,nc73427886,"14km S of Tres Pinos, CA",0.27,21
2020-07-18T17:34:04.320Z,38.1405,-118.0023,8.6,1.1,ml,13,107.27,0.09,nn,nn00761175,"29 km SSE of Mina, Nevada",,
2020-07-18T17:33:15.230Z,33.903,-116.195,5.34,0.81,ml,18,86,0.16,ci,ci38597058,"20km ENE of Thousand Palms, CA",0.31,18
2020-07-18T17:26:54.570Z,19.16016579,-155.4621735,35.40000153,1.86000001,md,33,167,0.090000004,hv,hv72050077,"5 km SSE of PÃƒâ€žÃ‚Âhala, Hawaii",0.66,4
2020-07-18T17:23:59.310Z,37.6356667,-118.9471667,4.86,1.16,md,20,77,0.06,nc,nc73427881,"3km E of Mammoth Lakes, CA",0.33,17
2020-07-18T17:22:18.638Z,38.1586,-118.0077,3.7,0,ml,8,168.89,0.2707,nn,nn00761174,"27 km SSE of Mina, Nevada",,3
2020-07-18T17:19:45.740Z,38.7788333,-122.7213333,2.93,0.54,md,4,143,0.02,nc,nc73427876,"3km W of Anderson Springs, CA",1.38,1
2020-07-18T17:14:29.430Z,36.0925,-117.8795,2.59,1.48,ml,20,72,0.12,ci,ci38597018,"8km NE of Coso Junction, CA",0.23,20
2020-07-18T17:07:58.200Z,37.6365,-118.9471667,4.93,1.46,md,20,75,0.05,nc,nc73427871,"3km E of Mammoth Lakes, CA",0.32,18
2020-07-18T16:55:47.080Z,38.0268,-117.7928,14,1.3,ml,9,213.81,0.15,nn,nn00761172,"33 km NNW of Silver Peak, Nevada",,
2020-07-18T16:54:37.620Z,38.4816667,-112.8421667,0.06,0.12,md,6,224,0.1,uu,uu60402422,Utah,0.67,2
2020-07-18T16:48:15.130Z,38.7801667,-122.7243333,1.51,1.89,md,55,44,0.06,nc,nc73427866,"3km E of The Geysers, CA",0.14,21
2020-07-18T16:45:41.182Z,68.8592,-147.579,0,1.3,ml,,,0.98,ak,ak020971a2ue,"116 km NW of Arctic Village, Alaska",,
2020-07-18T16:45:37.490Z,38.8916667,-122.7953333,0.83,-0.09,md,6,316,0.2,nc,nc73427861,"10km NW of Cobb, CA",2.4,1
2020-07-18T16:45:13.426Z,60.1748,-150.8473,48.8,1.4,ml,,,0.64,ak,ak020971a0pe,"29 km SE of Kasilof, Alaska",,
2020-07-18T16:40:09.370Z,19.47783279,-155.5735016,-1.980000019,1.76,ml,11,87,0.280000001,hv,hv72050017,"30 km E of Honaunau-Napoopoo, Hawaii",0.75,4
2020-07-18T16:38:27.500Z,38.143,-118.0978,9,1.2,ml,24,118.06,0.12,nn,nn00761166,"27 km S of Mina, Nevada",,
2020-07-18T16:36:10.110Z,38.149,-117.967,6.2,1,ml,13,95.05,0.17,nn,nn00761163,"29 km SSE of Mina, Nevada",,
2020-07-18T16:33:28.580Z,38.78,-122.7225,1.53,1.37,md,32,50,0.06,nc,nc73427856,"3km WNW of Anderson Springs, CA",0.19,6
2020-07-18T16:21:27.390Z,38.1475,-118.0435,2.6,1,ml,13,148.14,0.16,nn,nn00761161,"27 km SSE of Mina, Nevada",,
2020-07-18T16:05:55.127Z,12.8281,-87.4481,10.6,4.5,mb,,166,1.13,us,us7000aqxa,"9 km N of Jiquilillo, Nicaragua",5.7,2
2020-07-18T16:05:54.296Z,38.178,-117.8791,7.4,3.3,ml,31,39.55,0.1841,nn,nn00761157,"30 km SE of Mina, Nevada",,15
2020-07-18T16:04:08.320Z,19.40733333,-155.2796667,0.78,0.53,md,15,70,0.1,hv,hv72049972,"6 km SW of Volcano, Hawaii",0.17,3
2020-07-18T16:03:06.133Z,-14.7579,-173.1133,10,4.9,mb,,115,0.81,us,us7000aqww,"134 km SW of Gataivai, Samoa",10,18
2020-07-18T15:56:24.960Z,38.1395,-118.0178,1.8,0.6,ml,9,180.99,0.11,nn,nn00761153,"28 km SSE of Mina, Nevada",,
2020-07-18T15:53:34.924Z,60.1742,-148.2981,10.9,2.2,ml,,,0.78,ak,ak020970qcj7,"19 km NW of Chenega, Alaska",,
2020-07-18T15:53:10.670Z,37.5268333,-118.8258333,5.96,0.68,md,10,313,0.01,nc,nc73427841,"13km WSW of Toms Place, CA",3.29,9
2020-07-18T15:49:31.580Z,35.777,-117.6163333,8.42,0.81,ml,12,93,0.2,ci,ci38596938,"18km NNE of Ridgecrest, CA",0.64,10
2020-07-18T15:47:48.190Z,19.448,-155.6243333,-0.53,2.41,ml,40,108,0.11,hv,hv72049967,"25 km E of Honaunau-Napoopoo, Hawaii",0.33,27
2020-07-18T15:47:11.870Z,19.33666667,-155.1931667,6.43,0.81,md,20,80,0.07,hv,hv72049962,"12 km SSE of Volcano, Hawaii",0.33,7
2020-07-18T15:40:59.150Z,35.6268333,-117.4131667,10.3,1.26,ml,14,158,0.19,ci,ci38596930,"16km SSW of Trona, CA",0.7,8
2020-07-18T15:40:21.280Z,36.4396667,-117.9975,5.01,1.73,ml,19,78,0.19,ci,ci37450941,"18km N of Olancha, CA",0.27,8
2020-07-18T15:40:11.506Z,63.1783,-150.8004,20,0.9,ml,,,0.45,ak,ak020970nidh,"61 km SE of Denali National Park, Alaska",,
2020-07-18T15:40:11.110Z,35.6321667,-117.4155,6.21,1.85,ml,37,70,0.14,ci,ci38596922,"15km SSW of Trona, CA",0.14,23
2020-07-18T15:36:09.410Z,38.1315,-117.9813,11,0.5,ml,11,93.12,0.06,nn,nn00761141,"30 km SSE of Mina, Nevada",,
2020-07-18T15:35:06.880Z,46.1145,-122.1418333,11.36,0.89,ml,13,161,0.16,uw,uw61660316,"32 km NE of Amboy, Washington",0.79,11
2020-07-18T15:34:43.086Z,61.1636,-139.7042,0.2,1.9,ml,,,0.73,ak,ak020970mai3,"127 km WNW of Haines Junction, Canada",,
2020-07-18T15:33:02.620Z,35.6438333,-117.4236667,10.5,0.89,ml,21,126,0.13,ci,ci38596898,"14km S of Searles Valley, CA",0.24,9
2020-07-18T15:32:36.863Z,-15.2447,-172.666,14.37,6.1,mww,,100,1.32,us,us7000aqwd,"144 km ENE of Hihifo, Tonga",9.5,33
2020-07-18T15:29:56.819Z,31.0963,-103.1387,5,2.7,mb_lg,,53,0.6,us,us7000aqw9,"17 km SSW of Coyanosa, Texas",1.3,61
2020-07-18T15:29:43.200Z,38.1773,-117.8883,6.4,0.9,ml,16,118.93,0.06,nn,nn00761137,"30 km SE of Mina, Nevada",,
2020-07-18T15:22:41.450Z,44.681,-110.4513333,2.13,0.84,md,7,113,0.21,uu,uu60402407,"38 km SSE of Mammoth, Wyoming",0.68,4
2020-07-18T15:20:52.520Z,38.183,-117.8687,5.8,1,ml,16,73.37,0.14,nn,nn00761134,"31 km SE of Mina, Nevada",,
2020-07-18T15:17:35.020Z,17.9441,-66.9471,10,2.8,md,21,198,0.17,pr,pr2020200003,"5 km SW of GuÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¡nica, Puerto Rico",0.35,20
2020-07-18T15:16:37.040Z,19.20216751,-155.386673,30.26000023,2,ml,44,166,0.119999997,hv,hv72049932,"9 km E of PÃƒâ€žÃ‚Âhala, Hawaii",0.64,4
2020-07-18T15:09:52.580Z,38.156,-117.8717,9.4,0.9,ml,11,143.29,0.17,nn,nn00761131,"33 km SE of Mina, Nevada",,
2020-07-18T15:04:21.280Z,38.1735,-118.0225,0,0.8,ml,14,137.65,0.27,nn,nn00761128,"25 km SSE of Mina, Nevada",,
2020-07-18T15:00:25.122Z,61.2593,-146.7267,16.6,1.7,ml,,,0.62,ak,ak020970eys4,"24 km NW of Valdez, Alaska",,
2020-07-18T14:44:40.720Z,33.5953333,-116.8066667,5.31,0.32,ml,21,79,0.11,ci,ci38596818,"13km WNW of Anza, CA",0.2,4
2020-07-18T14:44:14.510Z,38.1627,-118.004,4.8,1,ml,15,124.66,0.07,nn,nn00761122,"26 km SSE of Mina, Nevada",,
2020-07-18T14:40:35.780Z,36.051,-117.844,2.12,0.79,ml,8,132,0.05,ci,ci38596810,"9km E of Coso Junction, CA",0.19,4
2020-07-18T14:38:46.240Z,38.8084984,-122.8255005,1.65,0.56,md,9,68,0.02,nc,nc73427821,"7km WNW of The Geysers, CA",0.39,1
2020-07-18T14:35:55.090Z,38.1598,-117.6662,7.4,1.5,ml,14,147.81,0.08,nn,nn00761120,"39 km WNW of Tonopah, Nevada",,
2020-07-18T14:33:56.356Z,38.1623,-117.6556,3,2.6,ml,27,75.47,0.157,nn,nn00761116,"38 km WNW of Tonopah, Nevada",,14
2020-07-18T14:33:48.076Z,61.3259,-152.2644,7.1,0.2,ml,,,0.25,ak,ak0209700nkn,"66 km WNW of Beluga, Alaska",,
2020-07-18T14:33:24.920Z,33.5036667,-116.5013333,8.88,0.09,ml,21,59,0.15,ci,ci38596802,"17km ESE of Anza, CA",0.23,5
2020-07-18T14:26:06.152Z,62.5636,-151.1116,85.4,1.9,ml,,,0.32,ak,ak02096zz2bg,"19 km WNW of Petersville, Alaska",,
2020-07-18T14:19:10.800Z,33.5998333,-116.8083333,6.54,0.25,ml,27,59,0.16,ci,ci38596762,"13km WNW of Anza, CA",0.22,6
2020-07-18T14:14:20.700Z,38.1618,-117.6554,3.2,2.3,ml,25,95.87,0.1309,nn,nn00761112,"38 km WNW of Tonopah, Nevada",,13
2020-07-18T14:05:38.540Z,38.1232,-117.9095,4.4,1.6,ml,13,73.56,0.17,nn,nn00761110,"34 km SSE of Mina, Nevada",,
2020-07-18T14:00:15.008Z,61.4414,-149.3955,19.5,1,ml,,,0.43,ak,ak02096ztie4,Southern Alaska,,
2020-07-18T13:47:44.570Z,33.5983333,-116.8053333,5.09,0.17,ml,20,82,0.16,ci,ci38596730,"13km WNW of Anza, CA",0.3,3
2020-07-18T13:46:33.050Z,35.698,-117.5145,15.27,0.88,ml,21,82,0.22,ci,ci38596722,"13km SW of Searles Valley, CA",0.38,7
2020-07-18T13:44:43.519Z,61.444,-149.3787,19.1,1.2,ml,,,0.37,ak,ak02096zhkhr,"14 km ESE of Knik-Fairview, Alaska",,
2020-07-18T13:44:34.960Z,38.1475,-118.0442,1.9,1,ml,12,160.87,0.06,nn,nn00761109,"27 km SSE of Mina, Nevada",,
2020-07-18T13:44:34.870Z,33.5848333,-116.8138333,5.2,1.62,ml,69,20,0.22,ci,ci38596714,"13km WNW of Anza, CA",0.2,28
2020-07-18T13:44:15.695Z,67.1784,-155.8598,0.8,1.7,ml,,,0.57,ak,ak02096zhif4,"53 km ENE of Kobuk, Alaska",,
2020-07-18T13:38:43.477Z,69.6843,-144.3247,5.5,1.5,ml,,,1.04,ak,ak02096zga71,"56 km SSW of Kaktovik, Alaska",,
2020-07-18T13:38:03.021Z,-32.3796,179.9495,197.25,4.6,mb,,75,1.05,us,us7000aqv9,south of the Kermadec Islands,11.7,38
2020-07-18T13:37:14.810Z,37.8215,-121.954,14.47,1.08,md,19,107,0.09,nc,nc73427801,"2km SSE of Diablo, CA",0.3,15
2020-07-18T13:35:52.500Z,33.4111667,-116.3503333,11.51,1.24,ml,47,88,0.2,ci,ci38596706,"17km N of Borrego Springs, CA",0.24,27
2020-07-18T13:34:12.050Z,44.8271667,-111.5405,8.28,1.34,ml,24,84,0.19,mb,mb80451029,"28 km WNW of Hebgen Lake Estates, Montana",0.47,12
2020-07-18T13:18:29.540Z,63.4401,-151.1123,2.4,1.6,ml,,,0.82,ak,ak02096zbyps,"32 km ESE of Denali National Park, Alaska",,
2020-07-18T13:18:19.520Z,37.415,-121.7673333,5.64,0.94,md,27,44,0.06,nc,nc73427796,"8km NE of Alum Rock, CA",0.21,22
2020-07-18T13:11:46.010Z,38.0287,-117.8423,19.3,0.7,ml,11,144.46,0.09,nn,nn00761108,"35 km NNW of Silver Peak, Nevada",,
2020-07-18T13:09:00.890Z,35.32583333,-97.9025,7,1.35,ml,14,100,0.26,ok,ok2020oapd,Oklahoma,,5
2020-07-18T13:07:39.990Z,38.8213348,-122.7803345,0.15,0.55,md,7,97,0.01,nc,nc73427791,"5km W of Cobb, CA",0.36,1
2020-07-18T12:55:58.940Z,38.8100014,-122.8264999,2.29,0.37,md,12,63,0.02,nc,nc73427786,"7km WNW of The Geysers, CA",0.31,2
2020-07-18T12:51:15.510Z,38.1813,-117.8818,10.3,0.9,ml,15,108.21,0.09,nn,nn00761105,"30 km SE of Mina, Nevada",,
2020-07-18T12:48:21.830Z,38.8185005,-122.8071671,3.05,0.55,md,6,126,0.01,nc,nc73427781,"6km NW of The Geysers, CA",0.9,1
2020-07-18T12:45:59.830Z,35.794,-117.624,2.57,1.12,ml,28,61,0.13,ci,ci38596642,"20km NNE of Ridgecrest, CA",0.16,13
2020-07-18T12:45:49.197Z,37.2962,71.9176,157.38,4,mb,,110,0.61,us,us7000aque,"38 km ESE of Khorugh, Tajikistan",6.7,10
2020-07-18T12:45:19.270Z,38.836,-122.8003333,2.13,1.29,md,45,37,0.04,nc,nc73427776,"7km WNW of Cobb, CA",0.14,12
2020-07-18T12:41:09.110Z,38.1543,-117.8382,8.4,1.2,ml,11,118.55,0.13,nn,nn00761101,"35 km SE of Mina, Nevada",,
2020-07-18T12:37:48.996Z,57.3583,-155.5615,64.3,1.5,ml,,,0.28,ak,ak02096yunar,"70 km WSW of Karluk, Alaska",,
2020-07-18T12:36:17.770Z,33.408,-116.3505,13.25,1.63,ml,63,40,0.18,ci,ci37450885,"17km N of Borrego Springs, CA",0.16,31
2020-07-18T12:36:09.700Z,33.408,-116.3478333,11.73,1.33,ml,57,89,0.2,ci,ci38596618,"17km N of Borrego Springs, CA",0.19,19
2020-07-18T12:33:14.230Z,19.19666672,-155.4394989,33.43000031,1.72000003,md,27,148,0.090000004,hv,hv72049762,"4 km E of PÃƒâ€žÃ‚Âhala, Hawaii",0.76,7
2020-07-18T12:31:38.470Z,34.3065,-116.4463333,8.23,1.03,ml,40,50,0.13,ci,ci38596602,"21km N of Yucca Valley, CA",0.13,22
2020-07-18T12:30:47.492Z,23.9573,122.4313,20.87,4.5,mb,,89,0.72,us,us7000aquq,"80 km SW of Yonakuni, Japan",3.4,16
2020-07-18T12:28:58.833Z,66.6617,-148.3615,9.9,1,ml,,,0.05,ak,ak02096ysqm2,"54 km NW of Beaver, Alaska",,
2020-07-18T12:27:40.695Z,61.6585,-144.7511,41.7,1.6,ml,,,0.79,ak,ak02096yshhx,"12 km ESE of Kenny Lake, Alaska",,
2020-07-18T12:20:13.510Z,38.1717,-117.9035,4.7,0.6,ml,11,109.56,0.07,nn,nn00761099,"30 km SE of Mina, Nevada",,
2020-07-18T12:10:39.627Z,58.366,-133.4515,10,3.2,ml,,57,1.18,us,us7000aqtv,"57 km E of Juneau, Alaska",2.3,51
2020-07-18T12:02:50.307Z,-8.9663,-109.628,10,4.9,mb,,175,0.87,us,us7000aqtu,central East Pacific Rise,15.7,268
2020-07-18T12:00:50.418Z,-33.244,-177.7985,35.15,5,mww,,61,1.2,us,us7000aqtt,south of the Kermadec Islands,12,10
2020-07-18T11:57:33.405Z,64.88,-147.7521,17.4,0.6,ml,,,0.27,ak,ak02096ydgt8,"3 km NE of College, Alaska",,
2020-07-18T11:46:25.440Z,38.1702,-117.978,0.9,0.4,ml,10,106.15,0.04,nn,nn00761098,"26 km SSE of Mina, Nevada",,
2020-07-18T11:40:06.090Z,33.5001667,-116.4976667,8.73,0.4,ml,17,60,0.15,ci,ci38596594,"17km ESE of Anza, CA",0.31,8
2020-07-18T11:37:19.520Z,34.3066667,-116.4513333,6.84,1.75,ml,40,49,0.19,ci,ci38596586,"22km N of Yucca Valley, CA",0.23,26
2020-07-18T11:36:22.990Z,19.20433426,-155.5025024,35.11999893,1.70000005,md,39,142,0.119999997,hv,hv72049692,"2 km W of PÃƒâ€žÃ‚Âhala, Hawaii",0.7,5
2020-07-18T11:35:45.181Z,44.349,-115.2308,10,2.2,ml,,84,0.87,us,us7000aqvz,"27 km WNW of Stanley, Idaho",1.7,16
2020-07-18T11:29:36.210Z,33.6071667,-116.8023333,5.98,0.18,ml,18,51,0.14,ci,ci38596578,"13km WNW of Anza, CA",0.25,4
2020-07-18T11:25:37.384Z,38.1765,-117.9021,3,1.9,ml,26,48.82,0.131,nn,nn00761095,"29 km SE of Mina, Nevada",,7
2020-07-18T11:23:54.980Z,35.7923333,-117.6181667,1.96,1.12,ml,15,121,0.17,ci,ci38596570,"20km W of Searles Valley, CA",0.4,14
2020-07-18T11:21:43.920Z,38.8331667,-122.8075,2.44,0.18,md,25,48,0.02,nc,nc73427771,"7km W of Cobb, CA",0.17,3
2020-07-18T11:19:23.833Z,-13.4913,-111.6875,10,4.9,mb,,171,0.44,us,us7000aqth,central East Pacific Rise,16,269
2020-07-18T11:12:08.580Z,33.9113333,-116.2035,4.68,0.78,ml,30,68,0.15,ci,ci38596546,"20km ENE of Thousand Palms, CA",0.18,15
2020-07-18T11:09:00.310Z,38.8121667,-122.8166667,2.88,1.42,md,44,45,0.04,nc,nc73427766,"6km NW of The Geysers, CA",0.15,14
2020-07-18T10:59:50.679Z,16.1107,-95.2372,35,4.2,mb,,192,0.77,us,us7000aqte,"8 km SSW of Salina Cruz, Mexico",3.6,120
2020-07-18T10:58:35.330Z,38.1663,-118.0705,1.3,0.6,ml,10,160.01,0.05,nn,nn00761092,"25 km S of Mina, Nevada",,
2020-07-18T10:57:31.630Z,33.4848333,-116.8005,6.39,0.85,ml,36,32,0.17,ci,ci38596538,"8km NE of Aguanga, CA",0.19,24
2020-07-18T10:54:44.600Z,35.6653333,-117.481,8.21,1.2,ml,30,87,0.14,ci,ci38596530,"13km SSW of Searles Valley, CA",0.19,16
2020-07-18T10:47:35.080Z,33.2225,-116.7413333,11.04,0.7,ml,29,33,0.13,ci,ci38596522,"3km SE of Lake Henshaw, CA",0.21,11
2020-07-18T10:47:11.870Z,35.6143333,-117.4015,7.3,0.98,ml,13,131,0.21,ci,ci38596514,"17km S of Trona, CA",0.58,12
2020-07-18T10:46:39.110Z,38.0983,-118.0213,7.2,0.6,ml,11,120.18,0.06,nn,nn00761090,"33 km SSE of Mina, Nevada",,
2020-07-18T10:44:31.570Z,34.9711667,-119.4896667,14.73,0.89,ml,15,92,0.18,ci,ci38596506,"13km SW of Maricopa, CA",0.45,7
2020-07-18T10:42:42.690Z,19.19133377,-155.3769989,32.31000137,1.80999994,md,43,165,0.140000001,hv,hv72049652,"10 km E of PÃƒâ€žÃ‚Âhala, Hawaii",0.76,3
2020-07-18T10:37:01.050Z,38.7970009,-122.8166656,3.25,0.93,md,18,92,0.02,nc,nc73427761,"6km WNW of The Geysers, CA",0.31,4
2020-07-18T10:36:21.693Z,38.1168,-118.0904,2.5,1.2,ml,22,119.72,0.1293,nn,nn00761087,"30 km S of Mina, Nevada",,6
2020-07-18T10:36:10.104Z,60.873,-150.7137,46.7,1.2,ml,,,0.54,ak,ak02096xnhde,"5 km SSW of Point Possession, Alaska",,
2020-07-18T10:34:59.000Z,38.1765,-117.8668,8.5,1.6,ml,11,178.41,0.1,nn,nn00761084,"31 km SE of Mina, Nevada",,
2020-07-18T10:31:53.620Z,33.5,-116.4938333,10.2,0.5,ml,23,49,0.14,ci,ci38596498,"18km ESE of Anza, CA",0.21,11
2020-07-18T10:28:37.610Z,34.3273333,-116.9213333,2.98,1.16,ml,59,48,0.14,ci,ci38596490,"9km N of Big Bear Lake, CA",0.11,20
2020-07-18T10:28:14.644Z,61.4084,-150.0377,33.4,1.5,ml,,,0.39,ak,ak02096xlrzq,"6 km NNW of Point MacKenzie, Alaska",,
2020-07-18T10:26:39.020Z,38.1385,-118.0553,2.8,0.8,ml,11,192.64,0.17,nn,nn00761083,"28 km S of Mina, Nevada",,
2020-07-18T10:25:14.180Z,35.6926667,-117.5081667,1.19,0.84,ml,11,142,0.14,ci,ci38596482,"13km SW of Searles Valley, CA",0.34,8
2020-07-18T10:21:26.890Z,17.9488,-66.9628,6,2.85,md,20,202,0.14,pr,pr2020200002,Puerto Rico region,0.43,18
2020-07-18T10:18:15.011Z,66.2094,-157.1712,10.8,1,ml,,,0.59,ak,ak02096xjmy9,"66 km NNW of Huslia, Alaska",,
2020-07-18T10:18:10.860Z,38.184,-117.9688,12.9,0.7,ml,10,121.21,0.07,nn,nn00761081,"25 km SSE of Mina, Nevada",,
2020-07-18T10:09:01.290Z,38.1322,-118.006,10.5,0.7,ml,12,153.09,0.04,nn,nn00761079,"30 km SSE of Mina, Nevada",,
2020-07-18T10:07:01.700Z,38.1577,-117.9903,6.4,1.6,ml,15,60.73,0.12,nn,nn00761074,"27 km SSE of Mina, Nevada",,
2020-07-18T10:06:49.770Z,38.1665,-117.9762,1.6,0.8,ml,12,97.3,0.13,nn,nn00761075,"27 km SSE of Mina, Nevada",,
2020-07-18T10:05:54.421Z,59.1096,-152.1501,64.3,1.6,ml,,,0.5,ak,ak02096xgxzx,"30 km SSW of Nanwalek, Alaska",,
2020-07-18T09:59:51.505Z,67.3904,-156.3814,2.8,1.3,ml,,,0.85,ak,ak02096x72fk,"58 km NNE of Kobuk, Alaska",,
2020-07-18T09:57:37.080Z,19.20983315,-155.3820038,31.47999954,1.82000005,md,42,158,0.129999995,hv,hv72049612,"10 km E of PÃƒâ€žÃ‚Âhala, Hawaii",0.61,8
2020-07-18T09:51:44.000Z,38.1682,-117.7597,19.9,1,ml,9,78.57,0.01,nn,nn00761073,"39 km SE of Mina, Nevada",,
2020-07-18T09:51:28.950Z,34.1403333,-118.0601667,13.47,0.68,ml,29,52,0.2,ci,ci38596474,"2km W of Arcadia, CA",0.3,7
2020-07-18T09:50:56.180Z,38.191,-117.8942,8.6,0.8,ml,13,119.19,0.05,nn,nn00761071,"29 km SE of Mina, Nevada",,
2020-07-18T09:46:19.150Z,40.6615,-124.894,24.1,2.66,md,31,278,0.18,nc,nc73427756,"54km W of Ferndale, CA",1.47,33
2020-07-18T09:45:59.587Z,66.3093,-157.1818,8.1,0.9,ml,,,0.65,ak,ak02096x4312,"64 km S of Shungnak, Alaska",,
2020-07-18T09:41:45.560Z,44.6348333,-110.6671667,5.12,-0.07,md,7,155,0.15,uu,uu60402387,"34 km E of West Yellowstone, Montana",3.25,5
