latitude,longitude,depth,mag,magType,gap,rms,net,id,place
63.1512,-152.7145,1.1,2.1,ml,,0.67,ak,ak020973mnww,"65 km SW of Denali National Park, Alaska"
38.1991,-117.7584,8.3,2,ml,71.02,0.1395,nn,nn00761203,"37 km SE of Mina, Nevada"
37.5738333,-112.5566667,15.17,1.75,ml,52,0.18,uu,uu60402462,"13 km SW of Hatch, Utah"
38.8353348,-122.7900009,3.37,0.56,md,94,0.03,nc,nc73427926,"6km WNW of Cobb, CA"
38.8358333,-122.7948333,2.17,0.27,md,59,0.04,nc,nc73427921,"6km WNW of Cobb, CA"
38.1485,-118.051,2.5,0.8,ml,162.44,0.08,nn,nn00761201,"27 km S of Mina, Nevada"
38.1942,38.7272,5.47,4,mb,85,0.91,us,us7000aqz6,"20 km NNE of Sincik, Turkey"
38.1645,-117.9293,15.4,1,ml,95.56,0.02,nn,nn00761197,"29 km SSE of Mina, Nevada"
38.798,-122.821,2.66,1.58,md,65,0.04,nc,nc73427911,"6km WNW of The Geysers, CA"
38.1778,-117.992,3.7,1.3,ml,88.77,0.2,nn,nn00761194,Nevada
35.7796667,-117.6023333,6.11,1.03,ml,124,0.14,ci,ci38597298,"18km W of Searles Valley, CA"
-21.2403,-179.0398,607.92,4.5,mb,82,0.88,us,us7000aqze,Fiji region
41.449,-112.3028333,0.42,1.12,md,162,0.09,uu,uu60402457,"19 km SW of Corinne, Utah"
38.2108,-117.7773,1.2,1.4,ml,113.59,0.16,nn,nn00761193,"35 km SE of Mina, Nevada"
59.1862,-152.4298,68.3,1.6,ml,,0.59,ak,ak020972xhek,"34 km WSW of Nanwalek, Alaska"
33.3583333,-116.3293333,11.95,0.69,ml,61,0.18,ci,ci38597282,"12km NNE of Borrego Springs, CA"
36.35566667,-97.359,7.79,1.58,ml,56,0.24,ok,ok2020obbi,"9 km NW of Perry, Oklahoma"
37.4098333,-122.2113333,3.71,1.23,md,82,0.05,nc,nc73427906,"4km NE of Portola Valley, CA"
33.7056667,-116.7035,17.7,0.46,ml,159,0.15,ci,ci38597266,"4km SSE of Idyllwild, CA"
44.8291667,-111.5406667,9.65,1.17,ml,89,0.19,mb,mb80451069,"28 km WNW of Hebgen Lake Estates, Montana"
33.5865,-116.8018333,7.51,0.12,ml,86,0.1,ci,ci38597258,"12km WNW of Anza, CA"
33.5825,-116.8038333,7.92,0.71,ml,67,0.2,ci,ci38597242,"12km WNW of Anza, CA"
21.7841,97.0311,9.96,4.5,mb,44,0.87,us,us7000aqyh,"65 km ESE of Pyin Oo Lwin, Myanmar"
41.4626667,-112.315,0.62,1.59,ml,87,0.18,uu,uu60402437,"19 km WSW of Corinne, Utah"
33.5773333,-116.8088333,6.46,1.49,ml,21,0.22,ci,ci38597210,"13km W of Anza, CA"
33.6335,-116.7451667,12.49,0.33,ml,137,0.21,ci,ci38597202,"11km NW of Anza, CA"
33.58,-116.8053333,6.68,1.2,ml,26,0.19,ci,ci38597194,"12km WNW of Anza, CA"
36.4351667,-117.9491667,6.7,1.64,ml,132,0.23,ci,ci38597186,"18km NNE of Olancha, CA"
36.0815,-117.867,1.57,0.99,ml,156,0.23,ci,ci38597178,"8km ENE of Coso Junction, CA"
35.751,-117.5741667,2.05,1.36,ml,83,0.23,ci,ci38597154,"16km W of Searles Valley, CA"
38.2097,-117.7707,8.1,1.5,ml,85.85,0.07,nn,nn00761184,"35 km SE of Mina, Nevada"
38.7836685,-122.7600021,3.42,0.58,md,63,0.03,nc,nc73427891,"1km NNW of The Geysers, CA"
35.8768333,-117.694,8.31,0.24,ml,144,0.07,ci,ci38597106,"20km ESE of Little Lake, CA"
44.111,-115.0933333,10.2,2.41,ml,81,0.22,mb,mb80451059,"17 km SW of Stanley, Idaho"
38.4835,-112.844,-0.21,0.67,md,217,0.14,uu,uu60402432,"17 km ENE of Milford, Utah"
33.2333333,-116.7321667,11.96,0.68,ml,54,0.28,ci,ci38597090,"3km ESE of Lake Henshaw, CA"
61.4986,-149.9148,32.2,1.4,ml,,0.61,ak,ak020971ug2u,"3 km SE of Big Lake, Alaska"
38.13,-118.0585,7.8,1.3,ml,116.18,0.08,nn,nn00761179,"29 km S of Mina, Nevada"
36.049,-117.8468333,2.13,1.29,ml,113,0.19,ci,ci38597066,"9km E of Coso Junction, CA"
36.6686667,-121.2921667,7.67,1.5,md,90,0.07,nc,nc73427886,"14km S of Tres Pinos, CA"
38.1405,-118.0023,8.6,1.1,ml,107.27,0.09,nn,nn00761175,"29 km SSE of Mina, Nevada"
33.903,-116.195,5.34,0.81,ml,86,0.16,ci,ci38597058,"20km ENE of Thousand Palms, CA"
19.16016579,-155.4621735,35.40000153,1.86000001,md,167,0.090000004,hv,hv72050077,"5 km SSE of PÃƒâ€žÃ‚Âhala, Hawaii"
37.6356667,-118.9471667,4.86,1.16,md,77,0.06,nc,nc73427881,"3km E of Mammoth Lakes, CA"
38.1586,-118.0077,3.7,0,ml,168.89,0.2707,nn,nn00761174,"27 km SSE of Mina, Nevada"
38.7788333,-122.7213333,2.93,0.54,md,143,0.02,nc,nc73427876,"3km W of Anderson Springs, CA"
36.0925,-117.8795,2.59,1.48,ml,72,0.12,ci,ci38597018,"8km NE of Coso Junction, CA"
37.6365,-118.9471667,4.93,1.46,md,75,0.05,nc,nc73427871,"3km E of Mammoth Lakes, CA"
38.0268,-117.7928,14,1.3,ml,213.81,0.15,nn,nn00761172,"33 km NNW of Silver Peak, Nevada"
38.4816667,-112.8421667,0.06,0.12,md,224,0.1,uu,uu60402422,Utah
38.7801667,-122.7243333,1.51,1.89,md,44,0.06,nc,nc73427866,"3km E of The Geysers, CA"
68.8592,-147.579,0,1.3,ml,,0.98,ak,ak020971a2ue,"116 km NW of Arctic Village, Alaska"
38.8916667,-122.7953333,0.83,-0.09,md,316,0.2,nc,nc73427861,"10km NW of Cobb, CA"
60.1748,-150.8473,48.8,1.4,ml,,0.64,ak,ak020971a0pe,"29 km SE of Kasilof, Alaska"
19.47783279,-155.5735016,-1.980000019,1.76,ml,87,0.280000001,hv,hv72050017,"30 km E of Honaunau-Napoopoo, Hawaii"
38.143,-118.0978,9,1.2,ml,118.06,0.12,nn,nn00761166,"27 km S of Mina, Nevada"
38.149,-117.967,6.2,1,ml,95.05,0.17,nn,nn00761163,"29 km SSE of Mina, Nevada"
38.78,-122.7225,1.53,1.37,md,50,0.06,nc,nc73427856,"3km WNW of Anderson Springs, CA"
38.1475,-118.0435,2.6,1,ml,148.14,0.16,nn,nn00761161,"27 km SSE of Mina, Nevada"
12.8281,-87.4481,10.6,4.5,mb,166,1.13,us,us7000aqxa,"9 km N of Jiquilillo, Nicaragua"
38.178,-117.8791,7.4,3.3,ml,39.55,0.1841,nn,nn00761157,"30 km SE of Mina, Nevada"
19.40733333,-155.2796667,0.78,0.53,md,70,0.1,hv,hv72049972,"6 km SW of Volcano, Hawaii"
-14.7579,-173.1133,10,4.9,mb,115,0.81,us,us7000aqww,"134 km SW of Gataivai, Samoa"
38.1395,-118.0178,1.8,0.6,ml,180.99,0.11,nn,nn00761153,"28 km SSE of Mina, Nevada"
60.1742,-148.2981,10.9,2.2,ml,,0.78,ak,ak020970qcj7,"19 km NW of Chenega, Alaska"
37.5268333,-118.8258333,5.96,0.68,md,313,0.01,nc,nc73427841,"13km WSW of Toms Place, CA"
35.777,-117.6163333,8.42,0.81,ml,93,0.2,ci,ci38596938,"18km NNE of Ridgecrest, CA"
19.448,-155.6243333,-0.53,2.41,ml,108,0.11,hv,hv72049967,"25 km E of Honaunau-Napoopoo, Hawaii"
19.33666667,-155.1931667,6.43,0.81,md,80,0.07,hv,hv72049962,"12 km SSE of Volcano, Hawaii"
35.6268333,-117.4131667,10.3,1.26,ml,158,0.19,ci,ci38596930,"16km SSW of Trona, CA"
36.4396667,-117.9975,5.01,1.73,ml,78,0.19,ci,ci37450941,"18km N of Olancha, CA"
63.1783,-150.8004,20,0.9,ml,,0.45,ak,ak020970nidh,"61 km SE of Denali National Park, Alaska"
35.6321667,-117.4155,6.21,1.85,ml,70,0.14,ci,ci38596922,"15km SSW of Trona, CA"
38.1315,-117.9813,11,0.5,ml,93.12,0.06,nn,nn00761141,"30 km SSE of Mina, Nevada"
46.1145,-122.1418333,11.36,0.89,ml,161,0.16,uw,uw61660316,"32 km NE of Amboy, Washington"
61.1636,-139.7042,0.2,1.9,ml,,0.73,ak,ak020970mai3,"127 km WNW of Haines Junction, Canada"
35.6438333,-117.4236667,10.5,0.89,ml,126,0.13,ci,ci38596898,"14km S of Searles Valley, CA"
-15.2447,-172.666,14.37,6.1,mww,100,1.32,us,us7000aqwd,"144 km ENE of Hihifo, Tonga"
31.0963,-103.1387,5,2.7,mb_lg,53,0.6,us,us7000aqw9,"17 km SSW of Coyanosa, Texas"
38.1773,-117.8883,6.4,0.9,ml,118.93,0.06,nn,nn00761137,"30 km SE of Mina, Nevada"
44.681,-110.4513333,2.13,0.84,md,113,0.21,uu,uu60402407,"38 km SSE of Mammoth, Wyoming"
38.183,-117.8687,5.8,1,ml,73.37,0.14,nn,nn00761134,"31 km SE of Mina, Nevada"
17.9441,-66.9471,10,2.8,md,198,0.17,pr,pr2020200003,"5 km SW of GuÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¡nica, Puerto Rico"
19.20216751,-155.386673,30.26000023,2,ml,166,0.119999997,hv,hv72049932,"9 km E of PÃƒâ€žÃ‚Âhala, Hawaii"
38.156,-117.8717,9.4,0.9,ml,143.29,0.17,nn,nn00761131,"33 km SE of Mina, Nevada"
38.1735,-118.0225,0,0.8,ml,137.65,0.27,nn,nn00761128,"25 km SSE of Mina, Nevada"
61.2593,-146.7267,16.6,1.7,ml,,0.62,ak,ak020970eys4,"24 km NW of Valdez, Alaska"
33.5953333,-116.8066667,5.31,0.32,ml,79,0.11,ci,ci38596818,"13km WNW of Anza, CA"
38.1627,-118.004,4.8,1,ml,124.66,0.07,nn,nn00761122,"26 km SSE of Mina, Nevada"
36.051,-117.844,2.12,0.79,ml,132,0.05,ci,ci38596810,"9km E of Coso Junction, CA"
38.8084984,-122.8255005,1.65,0.56,md,68,0.02,nc,nc73427821,"7km WNW of The Geysers, CA"
38.1598,-117.6662,7.4,1.5,ml,147.81,0.08,nn,nn00761120,"39 km WNW of Tonopah, Nevada"
38.1623,-117.6556,3,2.6,ml,75.47,0.157,nn,nn00761116,"38 km WNW of Tonopah, Nevada"
61.3259,-152.2644,7.1,0.2,ml,,0.25,ak,ak0209700nkn,"66 km WNW of Beluga, Alaska"
33.5036667,-116.5013333,8.88,0.09,ml,59,0.15,ci,ci38596802,"17km ESE of Anza, CA"
62.5636,-151.1116,85.4,1.9,ml,,0.32,ak,ak02096zz2bg,"19 km WNW of Petersville, Alaska"
33.5998333,-116.8083333,6.54,0.25,ml,59,0.16,ci,ci38596762,"13km WNW of Anza, CA"
38.1618,-117.6554,3.2,2.3,ml,95.87,0.1309,nn,nn00761112,"38 km WNW of Tonopah, Nevada"
38.1232,-117.9095,4.4,1.6,ml,73.56,0.17,nn,nn00761110,"34 km SSE of Mina, Nevada"
61.4414,-149.3955,19.5,1,ml,,0.43,ak,ak02096ztie4,Southern Alaska
33.5983333,-116.8053333,5.09,0.17,ml,82,0.16,ci,ci38596730,"13km WNW of Anza, CA"
35.698,-117.5145,15.27,0.88,ml,82,0.22,ci,ci38596722,"13km SW of Searles Valley, CA"
61.444,-149.3787,19.1,1.2,ml,,0.37,ak,ak02096zhkhr,"14 km ESE of Knik-Fairview, Alaska"
38.1475,-118.0442,1.9,1,ml,160.87,0.06,nn,nn00761109,"27 km SSE of Mina, Nevada"
33.5848333,-116.8138333,5.2,1.62,ml,20,0.22,ci,ci38596714,"13km WNW of Anza, CA"
67.1784,-155.8598,0.8,1.7,ml,,0.57,ak,ak02096zhif4,"53 km ENE of Kobuk, Alaska"
69.6843,-144.3247,5.5,1.5,ml,,1.04,ak,ak02096zga71,"56 km SSW of Kaktovik, Alaska"
-32.3796,179.9495,197.25,4.6,mb,75,1.05,us,us7000aqv9,south of the Kermadec Islands
37.8215,-121.954,14.47,1.08,md,107,0.09,nc,nc73427801,"2km SSE of Diablo, CA"
33.4111667,-116.3503333,11.51,1.24,ml,88,0.2,ci,ci38596706,"17km N of Borrego Springs, CA"
44.8271667,-111.5405,8.28,1.34,ml,84,0.19,mb,mb80451029,"28 km WNW of Hebgen Lake Estates, Montana"
63.4401,-151.1123,2.4,1.6,ml,,0.82,ak,ak02096zbyps,"32 km ESE of Denali National Park, Alaska"
37.415,-121.7673333,5.64,0.94,md,44,0.06,nc,nc73427796,"8km NE of Alum Rock, CA"
38.0287,-117.8423,19.3,0.7,ml,144.46,0.09,nn,nn00761108,"35 km NNW of Silver Peak, Nevada"
35.32583333,-97.9025,7,1.35,ml,100,0.26,ok,ok2020oapd,Oklahoma
38.8213348,-122.7803345,0.15,0.55,md,97,0.01,nc,nc73427791,"5km W of Cobb, CA"
38.8100014,-122.8264999,2.29,0.37,md,63,0.02,nc,nc73427786,"7km WNW of The Geysers, CA"
38.1813,-117.8818,10.3,0.9,ml,108.21,0.09,nn,nn00761105,"30 km SE of Mina, Nevada"
38.8185005,-122.8071671,3.05,0.55,md,126,0.01,nc,nc73427781,"6km NW of The Geysers, CA"
35.794,-117.624,2.57,1.12,ml,61,0.13,ci,ci38596642,"20km NNE of Ridgecrest, CA"
37.2962,71.9176,157.38,4,mb,110,0.61,us,us7000aque,"38 km ESE of Khorugh, Tajikistan"
38.836,-122.8003333,2.13,1.29,md,37,0.04,nc,nc73427776,"7km WNW of Cobb, CA"
38.1543,-117.8382,8.4,1.2,ml,118.55,0.13,nn,nn00761101,"35 km SE of Mina, Nevada"
57.3583,-155.5615,64.3,1.5,ml,,0.28,ak,ak02096yunar,"70 km WSW of Karluk, Alaska"
33.408,-116.3505,13.25,1.63,ml,40,0.18,ci,ci37450885,"17km N of Borrego Springs, CA"
33.408,-116.3478333,11.73,1.33,ml,89,0.2,ci,ci38596618,"17km N of Borrego Springs, CA"
19.19666672,-155.4394989,33.43000031,1.72000003,md,148,0.090000004,hv,hv72049762,"4 km E of PÃƒâ€žÃ‚Âhala, Hawaii"
34.3065,-116.4463333,8.23,1.03,ml,50,0.13,ci,ci38596602,"21km N of Yucca Valley, CA"
23.9573,122.4313,20.87,4.5,mb,89,0.72,us,us7000aquq,"80 km SW of Yonakuni, Japan"
66.6617,-148.3615,9.9,1,ml,,0.05,ak,ak02096ysqm2,"54 km NW of Beaver, Alaska"
61.6585,-144.7511,41.7,1.6,ml,,0.79,ak,ak02096yshhx,"12 km ESE of Kenny Lake, Alaska"
38.1717,-117.9035,4.7,0.6,ml,109.56,0.07,nn,nn00761099,"30 km SE of Mina, Nevada"
58.366,-133.4515,10,3.2,ml,57,1.18,us,us7000aqtv,"57 km E of Juneau, Alaska"
-8.9663,-109.628,10,4.9,mb,175,0.87,us,us7000aqtu,central East Pacific Rise
-33.244,-177.7985,35.15,5,mww,61,1.2,us,us7000aqtt,south of the Kermadec Islands
64.88,-147.7521,17.4,0.6,ml,,0.27,ak,ak02096ydgt8,"3 km NE of College, Alaska"
38.1702,-117.978,0.9,0.4,ml,106.15,0.04,nn,nn00761098,"26 km SSE of Mina, Nevada"
33.5001667,-116.4976667,8.73,0.4,ml,60,0.15,ci,ci38596594,"17km ESE of Anza, CA"
34.3066667,-116.4513333,6.84,1.75,ml,49,0.19,ci,ci38596586,"22km N of Yucca Valley, CA"
19.20433426,-155.5025024,35.11999893,1.70000005,md,142,0.119999997,hv,hv72049692,"2 km W of PÃƒâ€žÃ‚Âhala, Hawaii"
44.349,-115.2308,10,2.2,ml,84,0.87,us,us7000aqvz,"27 km WNW of Stanley, Idaho"
33.6071667,-116.8023333,5.98,0.18,ml,51,0.14,ci,ci38596578,"13km WNW of Anza, CA"
38.1765,-117.9021,3,1.9,ml,48.82,0.131,nn,nn00761095,"29 km SE of Mina, Nevada"
35.7923333,-117.6181667,1.96,1.12,ml,121,0.17,ci,ci38596570,"20km W of Searles Valley, CA"
38.8331667,-122.8075,2.44,0.18,md,48,0.02,nc,nc73427771,"7km W of Cobb, CA"
-13.4913,-111.6875,10,4.9,mb,171,0.44,us,us7000aqth,central East Pacific Rise
33.9113333,-116.2035,4.68,0.78,ml,68,0.15,ci,ci38596546,"20km ENE of Thousand Palms, CA"
38.8121667,-122.8166667,2.88,1.42,md,45,0.04,nc,nc73427766,"6km NW of The Geysers, CA"
16.1107,-95.2372,35,4.2,mb,192,0.77,us,us7000aqte,"8 km SSW of Salina Cruz, Mexico"
38.1663,-118.0705,1.3,0.6,ml,160.01,0.05,nn,nn00761092,"25 km S of Mina, Nevada"
33.4848333,-116.8005,6.39,0.85,ml,32,0.17,ci,ci38596538,"8km NE of Aguanga, CA"
35.6653333,-117.481,8.21,1.2,ml,87,0.14,ci,ci38596530,"13km SSW of Searles Valley, CA"
33.2225,-116.7413333,11.04,0.7,ml,33,0.13,ci,ci38596522,"3km SE of Lake Henshaw, CA"
35.6143333,-117.4015,7.3,0.98,ml,131,0.21,ci,ci38596514,"17km S of Trona, CA"
38.0983,-118.0213,7.2,0.6,ml,120.18,0.06,nn,nn00761090,"33 km SSE of Mina, Nevada"
34.9711667,-119.4896667,14.73,0.89,ml,92,0.18,ci,ci38596506,"13km SW of Maricopa, CA"
19.19133377,-155.3769989,32.31000137,1.80999994,md,165,0.140000001,hv,hv72049652,"10 km E of PÃƒâ€žÃ‚Âhala, Hawaii"
38.7970009,-122.8166656,3.25,0.93,md,92,0.02,nc,nc73427761,"6km WNW of The Geysers, CA"
38.1168,-118.0904,2.5,1.2,ml,119.72,0.1293,nn,nn00761087,"30 km S of Mina, Nevada"
60.873,-150.7137,46.7,1.2,ml,,0.54,ak,ak02096xnhde,"5 km SSW of Point Possession, Alaska"
38.1765,-117.8668,8.5,1.6,ml,178.41,0.1,nn,nn00761084,"31 km SE of Mina, Nevada"
33.5,-116.4938333,10.2,0.5,ml,49,0.14,ci,ci38596498,"18km ESE of Anza, CA"
34.3273333,-116.9213333,2.98,1.16,ml,48,0.14,ci,ci38596490,"9km N of Big Bear Lake, CA"
61.4084,-150.0377,33.4,1.5,ml,,0.39,ak,ak02096xlrzq,"6 km NNW of Point MacKenzie, Alaska"
38.1385,-118.0553,2.8,0.8,ml,192.64,0.17,nn,nn00761083,"28 km S of Mina, Nevada"
35.6926667,-117.5081667,1.19,0.84,ml,142,0.14,ci,ci38596482,"13km SW of Searles Valley, CA"
17.9488,-66.9628,6,2.85,md,202,0.14,pr,pr2020200002,Puerto Rico region
66.2094,-157.1712,10.8,1,ml,,0.59,ak,ak02096xjmy9,"66 km NNW of Huslia, Alaska"
38.184,-117.9688,12.9,0.7,ml,121.21,0.07,nn,nn00761081,"25 km SSE of Mina, Nevada"
38.1322,-118.006,10.5,0.7,ml,153.09,0.04,nn,nn00761079,"30 km SSE of Mina, Nevada"
38.1577,-117.9903,6.4,1.6,ml,60.73,0.12,nn,nn00761074,"27 km SSE of Mina, Nevada"
38.1665,-117.9762,1.6,0.8,ml,97.3,0.13,nn,nn00761075,"27 km SSE of Mina, Nevada"
59.1096,-152.1501,64.3,1.6,ml,,0.5,ak,ak02096xgxzx,"30 km SSW of Nanwalek, Alaska"
67.3904,-156.3814,2.8,1.3,ml,,0.85,ak,ak02096x72fk,"58 km NNE of Kobuk, Alaska"
19.20983315,-155.3820038,31.47999954,1.82000005,md,158,0.129999995,hv,hv72049612,"10 km E of PÃƒâ€žÃ‚Âhala, Hawaii"
38.1682,-117.7597,19.9,1,ml,78.57,0.01,nn,nn00761073,"39 km SE of Mina, Nevada"
34.1403333,-118.0601667,13.47,0.68,ml,52,0.2,ci,ci38596474,"2km W of Arcadia, CA"
38.191,-117.8942,8.6,0.8,ml,119.19,0.05,nn,nn00761071,"29 km SE of Mina, Nevada"
40.6615,-124.894,24.1,2.66,md,278,0.18,nc,nc73427756,"54km W of Ferndale, CA"
66.3093,-157.1818,8.1,0.9,ml,,0.65,ak,ak02096x4312,"64 km S of Shungnak, Alaska"
44.6348333,-110.6671667,5.12,-0.07,md,155,0.15,uu,uu60402387,"34 km E of West Yellowstone, Montana"
33.9641667,-116.8561667,16.16,0.88,ml,39,0.15,ci,ci38596466,"5km NNE of Banning, CA"
38.172,-117.7787,6.2,1.6,ml,64.33,0.1,nn,nn00761067,"37 km SE of Mina, Nevada"
58.3165,-155.0618,3.7,1.1,ml,,0.25,ak,ak02096wzi8x,"90 km NNW of Karluk, Alaska"
19.19499969,-155.4671631,33.61000061,1.92999995,md,99,0.109999999,hv,hv72049562,"1 km SE of PÃƒâ€žÃ‚Âhala, Hawaii"
60.083,-151.6953,60.2,1.2,ml,,0.44,ak,ak02096wxv60,"Kenai Peninsula, Alaska"
38.8310013,-122.7559967,3.22,0.78,md,215,0.07,nc,nc73427751,"3km WNW of Cobb, CA"
38.174,-117.8177,10.9,1.1,ml,81.27,0.1,nn,nn00761065,"35 km SE of Mina, Nevada"
38.1267,-117.9595,8.4,0.8,ml,126.08,0.22,nn,nn00761062,"32 km SSE of Mina, Nevada"
38.169,-117.8853,13.6,1.4,ml,73.79,0.08,nn,nn00761059,"31 km SE of Mina, Nevada"
61.405,-146.9828,15.7,1.9,ml,,0.76,ak,ak02096whrpo,"45 km NW of Valdez, Alaska"
58.3894,-133.6394,0,2.4,ml,,1.23,ak,ak02096wgw2o,"46 km ENE of Juneau, Alaska"
59.99,-152.5582,93.8,1.6,ml,,0.27,ak,ak02096wgfce,"46 km W of Happy Valley, Alaska"
38.8013344,-122.7741699,1.16,0.55,md,140,0.01,nc,nc73427746,"3km NNW of The Geysers, CA"
35.682,-117.4613333,4.97,0.89,ml,87,0.2,ci,ci38596458,"11km SSW of Searles Valley, CA"
44.635,-110.6801667,5.15,0.57,ml,125,0.14,uu,uu60402382,"33 km E of West Yellowstone, Montana"
58.3194,-133.4803,10,2.9,ml,58,0.99,us,us7000aqsz,"55 km E of Juneau, Alaska"
63.3873,-149.8206,84.2,0.8,ml,,0.26,ak,ak02096wdudl,"43 km W of Cantwell, Alaska"
36.809,-121.5358333,4.98,1.96,md,35,0.14,nc,nc73427741,"4km S of San Juan Bautista, CA"
61.3446,-146.6885,23.8,1.4,ml,,0.96,ak,ak02096wcqid,"30 km NW of Valdez, Alaska"
35.9215,-117.7291667,8.85,0.87,ml,61,0.08,ci,ci38596450,"16km E of Little Lake, CA"
19.44283295,-155.616333,-1.789999962,1.80999994,md,175,0.170000002,hv,hv72049517,"26 km E of Honaunau-Napoopoo, Hawaii"
40.744,-112.0456667,8.76,0.36,md,94,0.1,uu,uu60402372,"6 km NE of Magna, Utah"
60.667,-152.076,80.8,2,ml,,0.52,ak,ak02096wambz,"41 km W of Salamatof, Alaska"
38.8358345,-122.7903366,2.12,0.41,md,69,0.01,nc,nc73427736,"6km WNW of Cobb, CA"
38.1437,-118.0063,6.8,0.8,ml,146.39,0.23,nn,nn00761055,"28 km SSE of Mina, Nevada"
36.4358333,-117.9846667,2.94,1.73,ml,138,0.23,ci,ci38596442,"17km N of Olancha, CA"
38.1383,-118.0738,2.6,0.8,ml,165.32,0.09,nn,nn00761053,"28 km S of Mina, Nevada"
38.1227,-117.9027,12.9,0.5,ml,91.14,0.18,nn,nn00761054,"34 km SSE of Mina, Nevada"
36.4345,-117.9875,3.89,1.71,ml,66,0.17,ci,ci38596434,"17km N of Olancha, CA"
31.9106,-102.3245,5,3,mb_lg,40,0.64,us,us7000aqsp,"8 km NNE of Odessa, Texas"
38.025,-118.0547,4,0.3,ml,221.69,0.06,nn,nn00761051,"39 km N of Dyer, Nevada"
35.8671667,-117.6983333,7.09,0.48,ml,146,0.14,ci,ci38596418,"20km ESE of Little Lake, CA"
40.304,-124.3945,9.71,1.71,md,240,0.07,nc,nc73427721,"10km WSW of Petrolia, CA"
38.1853,-117.7302,11.9,1.1,ml,81.14,0.06,nn,nn00761047,"40 km SE of Mina, Nevada"
61.4339,-150.0926,31.7,1.2,ml,,0.82,ak,ak02096vso8q,"10 km NW of Point MacKenzie, Alaska"
38.0383333,-118.7975,1.49,1.61,md,102,0.06,nc,nc73427716,"27km SE of Bodie, CA"
38.1538,-118.0402,0,1.1,ml,151.21,0.17,nn,nn00761043,"26 km SSE of Mina, Nevada"
19.21466637,-155.389328,31.37999916,1.98000002,md,157,0.109999999,hv,hv72049482,"9 km E of PÃƒâ€žÃ‚Âhala, Hawaii"
36.5031667,-117.901,11.29,1.42,ml,62,0.16,ci,ci37450877,"18km ESE of Lone Pine, CA"
35.7955,-117.6231667,2.68,1.27,ml,71,0.11,ci,ci38596410,"20km NNE of Ridgecrest, CA"
61.4034,-151.8423,114.3,2.1,ml,,0.51,ak,ak02096vqh2i,"50 km NW of Beluga, Alaska"
61.8311,-148.8376,28.9,2.5,ml,,0.71,ak,ak02096vpoo9,"7 km NNW of Sutton-Alpine, Alaska"
46.18833333,-122.3343333,10.36,0.08,ml,208,0.09,uw,uw61660296,"32 km NNE of Amboy, Washington"
34.0806667,-118.1796667,10.27,0.81,ml,170,0.08,ci,ci38596394,"5km SSE of Highland Park, CA"
44.4571,-115.2581,10,2.5,ml,61,1.51,us,us7000aqsd,"36 km NW of Stanley, Idaho"
61.0895,-148.3678,0,1.6,ml,,1.09,ak,ak02096veo9m,"39 km NNE of Whittier, Alaska"
38.1855,-117.8967,6,0.7,ml,126.43,0.05,nn,nn00761039,"29 km SE of Mina, Nevada"
38.175,-117.7832,13.8,1,ml,96.16,0.07,nn,nn00761037,"37 km SE of Mina, Nevada"
61.7996,-150.6645,61,1.7,ml,,0.5,ak,ak02096vawhj,"29 km NNW of Susitna, Alaska"
38.1775,-117.9315,5.2,0.2,ml,167.56,0.06,nn,nn00761034,Nevada
33.4836667,-116.7931667,6.68,0.2,ml,40,0.16,ci,ci38596378,"8km NE of Aguanga, CA"
33.512,-116.5168333,11.2,0.69,ml,55,0.15,ci,ci38596370,"15km ESE of Anza, CA"
38.8143349,-122.8259964,2.08,0.56,md,56,0.03,nc,nc73427711,"7km NW of The Geysers, CA"
38.1825,-117.8722,5.5,1.1,ml,73.27,0.1,nn,nn00761029,"31 km SE of Mina, Nevada"
19.38466644,-155.2794952,1.519999981,1.82000005,md,67,0.109999999,hv,hv72049402,"8 km SW of Volcano, Hawaii"
61.5892,-141.8323,0,1.1,ml,,1.1,ak,ak02096upf67,"60 km ENE of McCarthy, Alaska"
67.3539,-156.3775,0,1.3,ml,,1.31,ak,ak02096up8v8,"54 km NNE of Kobuk, Alaska"
38.1795,-117.7731,5.4,1.6,ml,68.31,0.1409,nn,nn00761023,"37 km SE of Mina, Nevada"
36.4815,-98.729,8.81,0.93,ml,84,0.05,ok,ok2020oaag,"17 km SE of Waynoka, Oklahoma"
36.4303333,-117.9831667,3.5,2.31,ml,58,0.16,ci,ci38596346,"17km N of Olancha, CA"
35.6713333,-117.5153333,3.14,1.48,ml,69,0.14,ci,ci38596338,"15km SW of Searles Valley, CA"
60.9147,-150.3909,24.5,1.1,ml,,0.26,ak,ak02096umlqi,"Kenai Peninsula, Alaska"
38.152,-117.9378,14.7,1,ml,68.9,0.1,nn,nn00761015,"30 km SSE of Mina, Nevada"
61.2701,-146.8781,19.3,2.1,ml,,0.59,ak,ak02096ul6nr,"32 km WNW of Valdez, Alaska"
39.5363333,-122.006,20.31,1.76,md,72,0.09,nc,nc73427696,"16km E of Willows, CA"
61.0865,-146.8745,22,1.4,ml,,0.78,ak,ak02096uhz1h,"26 km NNW of Tatitlek, Alaska"
36.2955,-98.1875,7.37,1.25,ml,84,0.25,ok,ok2020nzzc,"5 km N of Ames, Oklahoma"
40.742,-123.3063333,27.08,1.99,md,94,0.15,nc,nc73427691,"23km NNW of Hayfork, CA"
